RESTAURANT;DIRECCION;NOMBRE_PLATO;DESCRIPCION_PLATO
Jalisco;Av Presidente Kennedy 5413, Las Condes, Vitacura, Chile;Coca-Cola Sin Azúcar 350 ml;Bebida
Jalisco;Av Presidente Kennedy 5413, Las Condes, Vitacura, Chile;Sprite 350 ml;Bebida
Jalisco;Av Presidente Kennedy 5413, Las Condes, Vitacura, Chile;Sprite Zero 350 ml;Bebida
Jalisco;Av Presidente Kennedy 5413, Las Condes, Vitacura, Chile;Fanta Naranja 350 ml;Bebida
Jalisco;Av Presidente Kennedy 5413, Las Condes, Vitacura, Chile;Oreo Vainilla;Milkshake oreo vainilla
Jalisco;Av Presidente Kennedy 5413, Las Condes, Vitacura, Chile;Oreo Chocolate;Milkshake oreo chocolate
Jalisco;Av Presidente Kennedy 5413, Las Condes, Vitacura, Chile;Oreo Frutilla;Milkshake oreo frutilla
Jalisco;Av Presidente Kennedy 5413, Las Condes, Vitacura, Chile;Pisco Sour;Pisco sour, tamaño a elección
Jalisco;Av Presidente Kennedy 5413, Las Condes, Vitacura, Chile;Agua Evian 330 Cc Sin gas.;Aguas
Jalisco;Av Presidente Kennedy 5413, Las Condes, Vitacura, Chile;Kairos American Pale Ale 473cc;Cerveza artesanal de estilo ale. Refrescante, levemente amarga y frutal. Con tonalidad dorada, intensidad promedio y notas aromáticas a maracuyá.
Lima Gourmet;avenida las condes 7561 las condes las condes;Piqueo Frío;Tiradito de corvina, ceviche mixto, pulpo al olivo, festival de mariscos, coctel de camarones.
Lima Gourmet;avenida las condes 7561 las condes las condes;Jalea de Mariscos;Pescado y mariscos marinados en limón, apanado fritos con yuca y choclo peruano.
Lima Gourmet;avenida las condes 7561 las condes las condes;Piqueo Caliente;Chicharrón mixto, brochetas mixtas, champiñón relleno y machas, ostión a la parmesana.
Lima Gourmet;avenida las condes 7561 las condes las condes;Piqueo Lima Gourmet;Ceviche mixto, tiradito de reineta, pollo al panco y chicharrón de calamar.
Lima Gourmet;avenida las condes 7561 las condes las condes;Piqueo Marino;Camarones al panco, chicharrón de calamar, ceviche frito, ostiones en machas a la parmesana.
Lima Gourmet;avenida las condes 7561 las condes las condes;Empanada Mixta;6 unidades rellenas de lomo saltado, ceviche y ají de gallina acompañado de salsa criolla.
Lima Gourmet;avenida las condes 7561 las condes las condes;Chicharrón Mixto;Pescado, calamar y camarón apanados y fritos.
Lima Gourmet;avenida las condes 7561 las condes las condes;A La Chorrillana;Pescado a elección a la plancha con cebolla, tomate y vino blanco
Lima Gourmet;avenida las condes 7561 las condes las condes;Portuguesa;Pescado a elección con salsa de azafrán, crema, ostiones y camarones
Lima Gourmet;avenida las condes 7561 las condes las condes;A la Suiza;Pescado a elección al vapor con mariscos, con salsa bechamel y gratinado con queso parmesano.
Lima Gourmet;avenida las condes 7561 las condes las condes;Lima Gourmet;Pescado a elección con risotto de quinua
Lima Gourmet;avenida las condes 7561 las condes las condes;Pacífico;Pescado a elección con salsa de camarones
Lima Gourmet;avenida las condes 7561 las condes las condes;Al Loche;Pescado a elección a la plancha con risotto en salsa de loche
Lima Gourmet;avenida las condes 7561 las condes las condes;Macho;Pescado a elección con Salsa de mariscos
Lima Gourmet;avenida las condes 7561 las condes las condes;Filete de Macho;Filete a la plancha con salsa de mariscos y salsa huacatay
Lima Gourmet;avenida las condes 7561 las condes las condes;Filete a la Capresse;Filete relleno con queso mozzarella y albahaca
Lima Gourmet;avenida las condes 7561 las condes las condes;Seco de Cordero;Cordero cocido con salsa de cilantro y cerveza
Lima Gourmet;avenida las condes 7561 las condes las condes;Lomo Salteado;Trozos de filete con cebolla,tomate y salsa de soya
Lima Gourmet;avenida las condes 7561 las condes las condes;Filete Mignon;Filete a la parrilla con salsa de champiñones y salsa española
Lima Gourmet;avenida las condes 7561 las condes las condes;Filete a la Parrilla con salsa;Filete a la parrilla con salsa de pulpo
Lima Gourmet;avenida las condes 7561 las condes las condes;Pollo Fun Kin;Pollo relleno con camarones en salsa de ostiones
Lima Gourmet;avenida las condes 7561 las condes las condes;Pollo al Chef;Pollo relleno con salmón, espinaca con salsa de naranja
Lima Gourmet;avenida las condes 7561 las condes las condes;Filete Roquefort;Filete a la Plancha con salsa de queso roquefort
Lima Gourmet;avenida las condes 7561 las condes las condes;Filete a la Parrilla;Filete con risotto de 4 quesos
Lima Gourmet;avenida las condes 7561 las condes las condes;Ceviche Mixto;Pescado y mariscos marinados con limón de pica.
Lima Gourmet;avenida las condes 7561 las condes las condes;Ceviche de Reineta;Reineta marinado con limón de pica.
Lima Gourmet;avenida las condes 7561 las condes las condes;Pulpo Al Olivo;Laminas de pulpo con salsa de aceituna.
Lima Gourmet;avenida las condes 7561 las condes las condes;Causa de Camarón;Puré de papa relleno con palta y camarón.
Lima Gourmet;avenida las condes 7561 las condes las condes;Ceviche en Salsa de Rocoto;Pescado y  mariscos en crema de rocoto.
Lima Gourmet;avenida las condes 7561 las condes las condes;Ceviche en Crema de Ají Amarillo;Reineta  con crema de ají amarillo.
Lima Gourmet;avenida las condes 7561 las condes las condes;Chaufa 3 Sabores;Arroz salteado en salsa de soya con pollo, carne y camarón.
Lima Gourmet;avenida las condes 7561 las condes las condes;Risotto con Lomo Saltado;Risotto con salsa huancaína y lomo saltado.
Lima Gourmet;avenida las condes 7561 las condes las condes;Risotto de Camarón;Risotto con salsa de azafrán y camarones ecuatorianos.
Lima Gourmet;avenida las condes 7561 las condes las condes;Ají de Gallina;Pollo desmenuzado en salsa de ají amarillo .
Lima Gourmet;avenida las condes 7561 las condes las condes;Chupe de Camarón;Sopa de arroz, choclo, yuca, camarón ecuatoriano y huevo.
Lima Gourmet;avenida las condes 7561 las condes las condes;Parihuela de Marisco;Pescado y mariscos en consomé de pescado y ají panca.
Lima Gourmet;avenida las condes 7561 las condes las condes;Sopa Criolla;Carne picada en consomé con fideos, ají y leche evaporada.
Lima Gourmet;avenida las condes 7561 las condes las condes;Dieta de Pollo;Consomé de pollo, verduras y fideos
Lima Gourmet;avenida las condes 7561 las condes las condes;Pisco Sour 1000ml;Pisco, limón de pica y goma.
Taringuita Mall Sport;avenida las condes 13541 mall sport local 101 santiago region metropolitana chile -  la entrada para retiro de Delivery es por la rampa de carga , por Fernandez Concha frente a Abastible .;Combo Pizza y Sangría;Combo de 1 pizza Margarita, 1 pizza pepperoni y 1 sangría.
Taringuita Mall Sport;avenida las condes 13541 mall sport local 101 santiago region metropolitana chile -  la entrada para retiro de Delivery es por la rampa de carga , por Fernandez Concha frente a Abastible .;Pizza Margarita;Mozzarella y albahaca, masa a la piedra hechas en casa.
Taringuita Mall Sport;avenida las condes 13541 mall sport local 101 santiago region metropolitana chile -  la entrada para retiro de Delivery es por la rampa de carga , por Fernandez Concha frente a Abastible .;Pizza Fugazza;Mozzarella, cebolla y orégano.
Taringuita Mall Sport;avenida las condes 13541 mall sport local 101 santiago region metropolitana chile -  la entrada para retiro de Delivery es por la rampa de carga , por Fernandez Concha frente a Abastible .;Pizza Camarón;Pizza de Mozzarella, camarón y albahaca
Taringuita Mall Sport;avenida las condes 13541 mall sport local 101 santiago region metropolitana chile -  la entrada para retiro de Delivery es por la rampa de carga , por Fernandez Concha frente a Abastible .;Pizza Serrano;Pizza de Mozzarella, jamón serrano, rúcula y parmesano
Taringuita Mall Sport;avenida las condes 13541 mall sport local 101 santiago region metropolitana chile -  la entrada para retiro de Delivery es por la rampa de carga , por Fernandez Concha frente a Abastible .;Pizza Yolo;Pizza mozzarella, rúcula, camarón y parmesano
Taringuita Mall Sport;avenida las condes 13541 mall sport local 101 santiago region metropolitana chile -  la entrada para retiro de Delivery es por la rampa de carga , por Fernandez Concha frente a Abastible .;Pizza La Huerta;Pizza de mozzarella, champiñón, zapallo italiano, tomate cherry y cebolla caramelizada.
Taringuita Mall Sport;avenida las condes 13541 mall sport local 101 santiago region metropolitana chile -  la entrada para retiro de Delivery es por la rampa de carga , por Fernandez Concha frente a Abastible .;Pizza Pepperoni;Mozzarella y pepperoni, masa a la piedra hechas en casa.
Taringuita Mall Sport;avenida las condes 13541 mall sport local 101 santiago region metropolitana chile -  la entrada para retiro de Delivery es por la rampa de carga , por Fernandez Concha frente a Abastible .;Pizza Rugulaza;Mozzarella, jamón serrano, camarón, rúcula y parmesano, masa a la piedra hechas en casa.
Taringuita Mall Sport;avenida las condes 13541 mall sport local 101 santiago region metropolitana chile -  la entrada para retiro de Delivery es por la rampa de carga , por Fernandez Concha frente a Abastible .;Veggie Burger;Hamburguesa de garbanzos, lechuga, zapallo italiano grillado, champiñones y salsa griega.
Taringuita Mall Sport;avenida las condes 13541 mall sport local 101 santiago region metropolitana chile -  la entrada para retiro de Delivery es por la rampa de carga , por Fernandez Concha frente a Abastible .;Cheese Burger;Hamburguesa (Blend Secreto), Queso estilo americano, pepinillos, cebolla morada, salsa de la casa.
Taringuita Mall Sport;avenida las condes 13541 mall sport local 101 santiago region metropolitana chile -  la entrada para retiro de Delivery es por la rampa de carga , por Fernandez Concha frente a Abastible .;Hamburguesa Tennessee;Hamburguesa de preparación casera, queso cheddar, cebolla morada, tomate, salsa BBQ y pepinillos laminados. Acompañado de papas taringa
Taringuita Mall Sport;avenida las condes 13541 mall sport local 101 santiago region metropolitana chile -  la entrada para retiro de Delivery es por la rampa de carga , por Fernandez Concha frente a Abastible .;Ceviche Mixto;Ceviche típica preparación peruana con pescado, pulpo y camarón.
Taringuita Mall Sport;avenida las condes 13541 mall sport local 101 santiago region metropolitana chile -  la entrada para retiro de Delivery es por la rampa de carga , por Fernandez Concha frente a Abastible .;Ceviche Camarón;Ceviche de camarón, palta y nuestro delicioso dressing de mango con jengibre.
Taringuita Mall Sport;avenida las condes 13541 mall sport local 101 santiago region metropolitana chile -  la entrada para retiro de Delivery es por la rampa de carga , por Fernandez Concha frente a Abastible .;Crudo;Tártaro de res, alcaparras, pepinillos, cebolla y un toque de mostaza dijon
Taringuita Mall Sport;avenida las condes 13541 mall sport local 101 santiago region metropolitana chile -  la entrada para retiro de Delivery es por la rampa de carga , por Fernandez Concha frente a Abastible .;Locos Salsa Verde;Láminas de locos con salsa verde de cebolla cilantro y dressing de mayonesa al cilantro
Taringuita Mall Sport;avenida las condes 13541 mall sport local 101 santiago region metropolitana chile -  la entrada para retiro de Delivery es por la rampa de carga , por Fernandez Concha frente a Abastible .;Pulpo Al Olivo;Láminas de pulpo, aceitunas sevillanas y salsa de la casa
Taringuita Mall Sport;avenida las condes 13541 mall sport local 101 santiago region metropolitana chile -  la entrada para retiro de Delivery es por la rampa de carga , por Fernandez Concha frente a Abastible .;Cevichazo;Típica preparación peruana con pescado Vidriola.
Taringuita Mall Sport;avenida las condes 13541 mall sport local 101 santiago region metropolitana chile -  la entrada para retiro de Delivery es por la rampa de carga , por Fernandez Concha frente a Abastible .;Ceviche Polinésico;Atún, pepino, palta, jengibre y leche de coco.
Taringuita Mall Sport;avenida las condes 13541 mall sport local 101 santiago region metropolitana chile -  la entrada para retiro de Delivery es por la rampa de carga , por Fernandez Concha frente a Abastible .;Brownie;Brownie con un interior denso y jugoso sabor a chocolate y un capa fina exterior crujiente, cubierta con sipore de chocolate. (Nueces en su interior también)
Taringuita Mall Sport;avenida las condes 13541 mall sport local 101 santiago region metropolitana chile -  la entrada para retiro de Delivery es por la rampa de carga , por Fernandez Concha frente a Abastible .;Tres Leches;Bizcocho relleno con la clásica crema de 3 leches, húmedo y decorado con vuelos de manjar.
Taringuita Mall Sport;avenida las condes 13541 mall sport local 101 santiago region metropolitana chile -  la entrada para retiro de Delivery es por la rampa de carga , por Fernandez Concha frente a Abastible .;Pie de limón;Base de masa quebrada rellena con crema de limón, cubierta con un merengue con notas de limón.
Taringuita Mall Sport;avenida las condes 13541 mall sport local 101 santiago region metropolitana chile -  la entrada para retiro de Delivery es por la rampa de carga , por Fernandez Concha frente a Abastible .;Tropicalia Ipa;Tropicalia es una Session IPA de baja graduación alcohólica y equilibrado amargor. Su aroma frutal con notas de marcuyá y pomelo nos evocan la brisa tibia de la tarde, al ritmo del bosa, en alguna playa del país tropical.
Taringuita Mall Sport;avenida las condes 13541 mall sport local 101 santiago region metropolitana chile -  la entrada para retiro de Delivery es por la rampa de carga , por Fernandez Concha frente a Abastible .;Twelve pack Nalka;Pack de 12 cervezas variadas de los estilos Nalka (Cosmic Blonde, Tropicalia Ipa, Atomic Blonde, Boira Hazy).
Taringuita Mall Sport;avenida las condes 13541 mall sport local 101 santiago region metropolitana chile -  la entrada para retiro de Delivery es por la rampa de carga , por Fernandez Concha frente a Abastible .;Atomic lager;"Una cerveza ligera y con carácter, especial para los niños de 40. Un curioso, pero sutil, llamado a los sentidos que te transportarán en tu BMX a la fábrica de galletas, mientras se agotan los sabores de tu
goma de mascar."
Taringuita Mall Sport;avenida las condes 13541 mall sport local 101 santiago region metropolitana chile -  la entrada para retiro de Delivery es por la rampa de carga , por Fernandez Concha frente a Abastible .;Boira Hazy Ipa;Te invitamos a cerrar los ojos y poner atención a la espesa niebla de avena y trigo, donde intensas alegorías bailarán al ritmo de seis diferentes lúpulos frutales y vaporosos, desatando recuerdos de pomelo, carozos, cítricos, un toque de frutos tropicales y pino.
Taringuita Mall Sport;avenida las condes 13541 mall sport local 101 santiago region metropolitana chile -  la entrada para retiro de Delivery es por la rampa de carga , por Fernandez Concha frente a Abastible .;Cosmic Blonde:;Una cerveza ale suave y de baja graduación alcohólica, pero con un sorpresivo amargor final, de aromas afrutados y notas de pino. Esta equilibrada combinación, hacen de la Cosmic Blonde, una cerveza refrescante y fácil de tomar. Elemento imprescindible para el infaltable aperitivo después de la pega (en casa).
Taringuita Mall Sport;avenida las condes 13541 mall sport local 101 santiago region metropolitana chile -  la entrada para retiro de Delivery es por la rampa de carga , por Fernandez Concha frente a Abastible .;Six pack Nalka;Pack de 6 cervezas variadas de los cuatro estilos Nalka (Cosmic Blonde, Tropicalia Ipa, Atomic Blonde, Boira Hazy).
Taringuita Mall Sport;avenida las condes 13541 mall sport local 101 santiago region metropolitana chile -  la entrada para retiro de Delivery es por la rampa de carga , por Fernandez Concha frente a Abastible .;Bebida (350 cc);Elige tu bebida
Taringuita Mall Sport;avenida las condes 13541 mall sport local 101 santiago region metropolitana chile -  la entrada para retiro de Delivery es por la rampa de carga , por Fernandez Concha frente a Abastible .;Jugos Naturales;Jugo natural
friomarket;camino los trapenses 3200 vitacura lo barnechea region metropolitana chile;Ceviche de Salmón;Salmon, pimentón, cebolla morada, cilantro.
friomarket;camino los trapenses 3200 vitacura lo barnechea region metropolitana chile;Ceviche de Reineta;Reineta, pimentón, cebolla morada, cilantro.
friomarket;camino los trapenses 3200 vitacura lo barnechea region metropolitana chile;Ceviche de Atún;Atún, cilantro, perejil, cebolla morada.
friomarket;camino los trapenses 3200 vitacura lo barnechea region metropolitana chile;Ceviche de Camarón;Camarón, cilantro, cebolla morada.
friomarket;camino los trapenses 3200 vitacura lo barnechea region metropolitana chile;Ceviche de Corvina;Corvina.
friomarket;camino los trapenses 3200 vitacura lo barnechea region metropolitana chile;Ostras;10 ostras, con salsa y aliño aparte.
friomarket;camino los trapenses 3200 vitacura lo barnechea region metropolitana chile;Ostiones Parmesana;8 ostiones a la parmesana .
friomarket;camino los trapenses 3200 vitacura lo barnechea region metropolitana chile;Chupe de Jaiba;Chupe de jaiba .
friomarket;camino los trapenses 3200 vitacura lo barnechea region metropolitana chile;Chupe de Loco;Chupe de loco.
friomarket;camino los trapenses 3200 vitacura lo barnechea region metropolitana chile;Chupe de Ostion;Ostion.
friomarket;camino los trapenses 3200 vitacura lo barnechea region metropolitana chile;Chupe de Pulpo;Chupe de pulpo.
friomarket;camino los trapenses 3200 vitacura lo barnechea region metropolitana chile;Chupe de Camaron;Camaron.
El Pollo Caballo;Av. las Condes 7621, Las Condes, Región Metropolitana, Chile;Ensalada Chilena;Ensalada de tomate y cebolla
El Pollo Caballo;Av. las Condes 7621, Las Condes, Región Metropolitana, Chile;Ensalada Surtida;Mix de verduras, porotos verdes,palta, tomate, fondos de alcachofa y palmitos.
El Pollo Caballo;Av. las Condes 7621, Las Condes, Región Metropolitana, Chile;Ensalada Palmito Palta;Exquisita ensalada palmito y palta .
El Pollo Caballo;Av. las Condes 7621, Las Condes, Región Metropolitana, Chile;Ensalada Tomate Palta;Riuca ensalada de tomate y palta  .
El Pollo Caballo;Av. las Condes 7621, Las Condes, Región Metropolitana, Chile;Filetes Crispy;Exquisitos filetes de pollo crispy  12 unid porcion.
El Pollo Caballo;Av. las Condes 7621, Las Condes, Región Metropolitana, Chile;Tutos Pierna Pollo Crispy;Tutos largo de pollo crispt  6 unid. con salsa barbecue.
El Pollo Caballo;Av. las Condes 7621, Las Condes, Región Metropolitana, Chile;Nuggets de Pollo;Pollo apanado 12 unidades.
El Pollo Caballo;Av. las Condes 7621, Las Condes, Región Metropolitana, Chile;Colacion Pastel de Choclo Chilena Bebida;Exquisito pastel de choclo casero acompañado de ensalada chilena y benbida en lata.
El Pollo Caballo;Av. las Condes 7621, Las Condes, Región Metropolitana, Chile;Colacion Costillitas , Papas y Bebida;Colacion de media costilla baby ribbs con salsa barbecue, papas fritas caja chica y bebida en lata.
El Pollo Caballo;Av. las Condes 7621, Las Condes, Región Metropolitana, Chile;Baby Back Ribbs;Costitillas barbecue.
El Pollo Caballo;Av. las Condes 7621, Las Condes, Región Metropolitana, Chile;Quiche de Champignon;Quiche de champignon tamaño 15 cm .
El Pollo Caballo;Av. las Condes 7621, Las Condes, Región Metropolitana, Chile;Papas Fritas Chicas;Papas fritas pequeñas 1 porción.
El Pollo Caballo;Av. las Condes 7621, Las Condes, Región Metropolitana, Chile;Aros de Cebolla;Aros de cebolla porcion 12 unid.
El Pollo Caballo;Av. las Condes 7621, Las Condes, Región Metropolitana, Chile;Papas Fritas Medianas;Papas fritas medianas 2 porciones.
El Pollo Caballo;Av. las Condes 7621, Las Condes, Región Metropolitana, Chile;Papas Fritas Grandes;Papas fritas grandes 3 porciones.
El Pollo Caballo;Av. las Condes 7621, Las Condes, Región Metropolitana, Chile;Arroz;Porción arroz.
El Pollo Caballo;Av. las Condes 7621, Las Condes, Región Metropolitana, Chile;Papas Rusticas Caja 1 Porcion;Exquisitas papas rusticas 1 porcion.
El Pollo Caballo;Av. las Condes 7621, Las Condes, Región Metropolitana, Chile;Papas Rusticas Caja 2 Porciones;Papas rusticas exquisitas 2 porciones.
El Pollo Caballo;Av. las Condes 7621, Las Condes, Región Metropolitana, Chile;Papas Rusticas Caja 3 Porciones;Papas rusticas caja 3.
El Pollo Caballo;Av. las Condes 7621, Las Condes, Región Metropolitana, Chile;Papas Duquesas Porcion Individual;Exquisitas papas duquesas.
El Pollo Caballo;Av. las Condes 7621, Las Condes, Región Metropolitana, Chile;Pure de la Casa;Exquisito pure de la casa.
El Pollo Caballo;Av. las Condes 7621, Las Condes, Región Metropolitana, Chile;Pure Picante;Exquisito pure preparado por la casa.
El Pollo Caballo;Av. las Condes 7621, Las Condes, Región Metropolitana, Chile;Nugget;Nugget caseros de pechuga de pollo 12 un.
El Pollo Caballo;Av. las Condes 7621, Las Condes, Región Metropolitana, Chile;Coca-Cola Sin Azúcar 350 ml;Bebida
El Pollo Caballo;Av. las Condes 7621, Las Condes, Región Metropolitana, Chile;Coca-Cola Original 350 ml;Bebida
El Pollo Caballo;Av. las Condes 7621, Las Condes, Región Metropolitana, Chile;Sprite 350 ml;Bebida
El Pollo Caballo;Av. las Condes 7621, Las Condes, Región Metropolitana, Chile;Sprite Zero 350 ml;Bebida
El Pollo Caballo;Av. las Condes 7621, Las Condes, Región Metropolitana, Chile;Fanta Sin Azúcar 350 ml;Bebida
El Pollo Caballo;Av. las Condes 7621, Las Condes, Región Metropolitana, Chile;Fanta Naranja 350 ml;Bebida
El Pollo Caballo;Av. las Condes 7621, Las Condes, Región Metropolitana, Chile;Nordic Mist Ginger Ale 350 ml;Bebida
El Pollo Caballo;Av. las Condes 7621, Las Condes, Región Metropolitana, Chile;Nordic Mist Ginger Ale Zero 350 ml;Bebida
El Pollo Caballo;Av. las Condes 7621, Las Condes, Región Metropolitana, Chile;Nordic Mist Ginger Ale Zero 1.5 l;Bebida
El Pollo Caballo;Av. las Condes 7621, Las Condes, Región Metropolitana, Chile;Fanta Sin Azúcar 1.5 l;Bebida
El Pollo Caballo;Av. las Condes 7621, Las Condes, Región Metropolitana, Chile;Fanta Naranja 1.5 l;Bebida
El Pollo Caballo;Av. las Condes 7621, Las Condes, Región Metropolitana, Chile;Sprite Zero 1.5 l;Bebida
El Pollo Caballo;Av. las Condes 7621, Las Condes, Región Metropolitana, Chile;Sprite 1.5 l;Bebida
El Pollo Caballo;Av. las Condes 7621, Las Condes, Región Metropolitana, Chile;Coca-Cola Sin Azúcar 1.5 l;Bebida
El Pollo Caballo;Av. las Condes 7621, Las Condes, Región Metropolitana, Chile;Coca-Cola Light 1.5 l;Bebida
El Pollo Caballo;Av. las Condes 7621, Las Condes, Región Metropolitana, Chile;Coca-Cola Original 1.5 l;Bebida
El Pollo Caballo;Av. las Condes 7621, Las Condes, Región Metropolitana, Chile;Andina Piña 1.5 l;Jugo
El Pollo Caballo;Av. las Condes 7621, Las Condes, Región Metropolitana, Chile;Andina Durazno 1.5 l;Jugo
El Pollo Caballo;Av. las Condes 7621, Las Condes, Región Metropolitana, Chile;Andina Damasco 1.5 l;Jugo
El Pollo Caballo;Av. las Condes 7621, Las Condes, Región Metropolitana, Chile;Empanadas Fritas de Queso;Queso fundido 6 unidades tamaño coctail.
El Pollo Caballo;Av. las Condes 7621, Las Condes, Región Metropolitana, Chile;Empanada Camarón Queso;Empanada frita 6 unidades. Tamaño coctel.
El Pollo Caballo;Av. las Condes 7621, Las Condes, Región Metropolitana, Chile;Sándwich Ave Palta;Sándwich de pechuga de ave asada y palta.
El Pollo Caballo;Av. las Condes 7621, Las Condes, Región Metropolitana, Chile;Sándwich Churrasco Palta Tomate;churrasco a la plancha, tomate y palta.
El Pollo Caballo;Av. las Condes 7621, Las Condes, Región Metropolitana, Chile;Sándwich Churrasco Italiano;Rico churrasco a la plancha, tomate fresco  palta y mayonesa.
El Pollo Caballo;Av. las Condes 7621, Las Condes, Región Metropolitana, Chile;Sándwich Barros Luco;Churrasco a la plancha  y queso fundido.
El Pollo Caballo;Av. las Condes 7621, Las Condes, Región Metropolitana, Chile;Sándwich Churrasco Tomate;Churrasco a la plancha  y tomate fresco.
El Pollo Caballo;Av. las Condes 7621, Las Condes, Región Metropolitana, Chile;Sándwich Churrasco Palta;Churrasco a la plancha y palta en pan frica.
El Pollo Caballo;Av. las Condes 7621, Las Condes, Región Metropolitana, Chile;Sándwich Ave Italiana;Sándwich de pollo asado, palta, tomate y mayonesa en pan frica.
El Pollo Caballo;Av. las Condes 7621, Las Condes, Región Metropolitana, Chile;Sándwich Ave Tomate;Pechuga de pollo asado a las brasas y tomate fresco.
El Pollo Caballo;Av. las Condes 7621, Las Condes, Región Metropolitana, Chile;Combo Crispy;4 Tutos crispy, 6 alitas crispy, 12 filetitos crispy, 10 empanadas de queso, 2 bebidas 1,5 lt.
El Pollo Caballo;Av. las Condes 7621, Las Condes, Región Metropolitana, Chile;Combo Duo;12 Filetitos crispy, 6 aros de cebolla, 6 mozzarella stick 2 bebidas.
El Pollo Caballo;Av. las Condes 7621, Las Condes, Región Metropolitana, Chile;Combo Ribs;Baby back ribs  barbecues, papas fritas grandes 700 gr, 12 aros de cebolla, 1 bebida 1,5 lt.
El Pollo Caballo;Av. las Condes 7621, Las Condes, Región Metropolitana, Chile;Salsas;Salsas a elección.
El Pollo Caballo;Av. las Condes 7621, Las Condes, Región Metropolitana, Chile;Casata la Cremeria;Diferentes sabores.
El Pollo Caballo;Av. las Condes 7621, Las Condes, Región Metropolitana, Chile;Tutitos de Ala Crispy;Tutos de alas de pollo crispy   10 unid  con salsa barbecue.
El Pollo Caballo;Av. las Condes 7621, Las Condes, Región Metropolitana, Chile;Alitas Barbecue;Tutitos de ala barbecue 10 unid.
El Pollo Caballo;Av. las Condes 7621, Las Condes, Región Metropolitana, Chile;Alitas Hot;Tutitos de ala barbecue picantes  10 unid.
Platon Patio Alto Las Condes;Av presidente kennedy 9001 las condes region metropolitana chile;Carne Mongoliana;Carne con cebollín, salsa de soya, dos acompañamientos, ingrediente y bebdia a elegir.
Platon Patio Alto Las Condes;Av presidente kennedy 9001 las condes region metropolitana chile;Pollo Asado;Truto de pollo asado con dos acompañamientos, ingrediente y bebida a elegir.
Platon Patio Alto Las Condes;Av presidente kennedy 9001 las condes region metropolitana chile;Pollo Champiñón;Piezas de pollo cocinadas con salsa de champiñones, crema, ajo, cebolla, pimienta, toque de vino, 2 acompañamientos, ingrediente y bebida a elegir.
Platon Patio Alto Las Condes;Av presidente kennedy 9001 las condes region metropolitana chile;Pollo Mongoliano;Pollo con cebollín, salsa de soya, dos acompañamientos, ingrediente y bebida a elegir.
Platon Patio Alto Las Condes;Av presidente kennedy 9001 las condes region metropolitana chile;Pollo a la Plancha;Pechuga a la plancha sazonada en condimentos y hierbas de la casa con dos acompañamientos, ingrediente y bebida a elegir.
Platon Patio Alto Las Condes;Av presidente kennedy 9001 las condes region metropolitana chile;Strogonoff;Adaptación francesa de este plato ruso, preparado con carne, paprika, champiñones, vino blanco, especiado con tomillo, dos acompañamientos, ingrediente y bebida a elegir.
Platon Patio Alto Las Condes;Av presidente kennedy 9001 las condes region metropolitana chile;Carne a la Cacerola;Carne guisada lentamente en olla con verduras, cebolla, zanahoria, pimentón rojo, dientes de ajo, dos acompañamientos, ingrediente y bebida a elegir.
Platon Patio Alto Las Condes;Av presidente kennedy 9001 las condes region metropolitana chile;Carne Mechada;Carne mechada con ajo zanahorias en salsa de tomates condimentada, dos acompañamientos, ingrediente y bebida a elegir.
Platon Patio Alto Las Condes;Av presidente kennedy 9001 las condes region metropolitana chile;Lomo a la Grilla;Lomo grillado con dos acompañamientos, ingrediente y bebida a elegir.
Platon Patio Alto Las Condes;Av presidente kennedy 9001 las condes region metropolitana chile;Albóndigas con Salsa de Tomate;Bolitas de carne molida cocidas en salsa de tomate, ajo, cebolla, pimienta negra, dos acompañamientos, ingrediente y bebida a elegir.
Platon Patio Alto Las Condes;Av presidente kennedy 9001 las condes region metropolitana chile;Salmón a la Plancha;Salmón a la plancha con un toque de ajo, ciboulette, dos acompañamientos, ingrediente y bebida a elegir.
Platon Patio Alto Las Condes;Av presidente kennedy 9001 las condes region metropolitana chile;Pastel de Choclo;Preparación chilena a base de pino, pastelera con un acompañamiento, ingrediente y bebida a elegir.
Platon Patio Alto Las Condes;Av presidente kennedy 9001 las condes region metropolitana chile;Lomo Saltado;Salteado de carne con tomate, cebolla, pimiento, dos acompañamientos, ingrediente y bebida a elegir.
Platon Patio Alto Las Condes;Av presidente kennedy 9001 las condes region metropolitana chile;Goulash;Guiso húngaro a base de carne de vacuno, tomate, cebolla, zanahoria, paprika, dos acompañamientos, ingrediente y bebida a elegir.
Platon Patio Alto Las Condes;Av presidente kennedy 9001 las condes region metropolitana chile;Ají de Gallina;Chupe de pechugas de ave condimentadas con palillo, ají amarillo, guarniciones de aceitunas, huevo duro, dos acompañamientos, ingrediente y bebida a elegir.
Platon Patio Alto Las Condes;Av presidente kennedy 9001 las condes region metropolitana chile;Lasaña Boloñesa;Gratín italiano con 4 capas de masa, salsa blanca, salsa boloñesa, queso gauda, parmesano, 1 acompañamiento, ingrediente y bebida a elegir.
Platon Patio Alto Las Condes;Av presidente kennedy 9001 las condes region metropolitana chile;Carne al Vino Tinto;Estofado de carne cocinado al vino tinto, hierbas aromáticas, salsa a base de champiñones, cebolla, ajo, zanahoria, dos acompañamientos, ingrediente y bebida a elegir.
